ID	DateTime	Action	LicenseCode	ApplicationName	User	Computer	TotalApplicationInstancesPerLicense	LicenseDuration	TotalLicensePerUser	TotalLicenses	InstancesPerApplication	ApplicationInstancesPerLicense	ApplicationDuration	TotalApplications	TotalApplicationsPerUser
344	 2019-10-03 13:41:07.000	IN	AEC COLLECTION	87149RVT_2019_0F	User26	Computer	0	 67:05:07	0	12	0	0	 67:05:07	1	0
345	 2019-10-03 14:03:13.001	OUT	AEC COLLECTION	87149RVT_2019_0F	User24	Computer	1	 03:05:50	1	13	1	1	 03:05:50	2	1
346	 2019-10-03 14:37:51.001	OUT	AEC COLLECTION	86604ACD_2017_0F	User25	Computer	1	 21:11:48	1	14	1	1	 21:11:48	1	1
347	 2019-10-03 14:51:45.000	IN	AEC COLLECTION	86604ACD_2017_0F	User25	Computer	0	 21:25:42	0	13	0	0	 21:25:42	0	0
348	 2019-10-03 15:02:13.000	IN	AEC COLLECTION	87149RVT_2019_0F	User24	Computer	0	 04:04:50	0	12	0	0	 04:04:50	1	0
349	 2019-10-03 15:02:13.002	OUT	AEC COLLECTION	87149RVT_2019_0F	User24	Computer	1	 00:00:00	1	13	1	1	 00:00:00	2	1
350	 2019-10-03 15:05:29.000	IN	AEC COLLECTION	87149RVT_2019_0F	User24	Computer	0	 00:03:16	0	12	0	0	 00:03:16	1	0
351	 2019-10-03 15:05:43.001	OUT	AEC COLLECTION	87149RVT_2019_0F	User24	Computer	1	 00:00:14	1	13	1	1	 00:00:14	2	1
352	 2019-10-03 15:06:18.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User4	Computer	2	 29:33:06	1	13	2	2	 29:33:06	10	1
353	 2019-10-03 15:39:05.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User3	Computer	4	 20:51:28	1	13	2	2	 20:51:28	10	3
354	 2019-10-03 16:00:49.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	3	 05:43:51	1	13	3	3	 05:43:51	10	1
355	 2019-10-03 16:01:08.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	2	 05:44:10	1	13	2	2	 05:44:10	10	1
356	 2019-10-03 16:04:42.000	OUT	AEC COLLECTION	86766NAVMAN_2017_0F	User13	Computer	4	 06:17:13	1	13	1	1	 00:00:00	3	2
357	 2019-10-03 16:12:30.000	IN	AEC COLLECTION	87084ACD_2019_0F	User1	Computer	0	 27:37:39	0	12	0	0	 27:37:39	3	0
358	 2019-10-03 16:12:43.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	3	 05:55:45	1	12	3	3	 05:55:45	10	1
359	 2019-10-03 16:12:52.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	2	 05:55:54	1	12	2	2	 05:55:54	10	1
360	 2019-10-03 16:12:59.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	1	 05:56:01	1	12	1	1	 05:56:01	10	1
361	 2019-10-03 16:22:10.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	0	 06:05:12	0	11	0	0	 06:05:12	9	0
362	 2019-10-03 16:22:15.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	1	 00:00:05	1	12	1	1	 00:00:05	10	1
363	 2019-10-03 16:30:36.000	IN	AEC COLLECTION	86706RVT_2017_0F	User13	Computer	3	 06:43:07	1	12	2	2	 06:43:07	10	2
364	 2019-10-03 16:33:00.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	2	 00:10:50	1	12	2	2	 00:10:50	10	1
365	 2019-10-03 17:05:30.000	IN	AEC COLLECTION	86766NAVMAN_2017_0F	User3	Computer	3	 22:17:53	1	12	0	0	 05:47:55	2	2
366	 2019-10-03 17:09:42.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	1	 00:47:32	1	12	1	1	 00:47:32	10	1
367	 2019-10-03 17:10:15.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	2	 00:48:05	1	12	2	2	 00:48:05	10	1
368	 2019-10-03 17:10:34.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	1	 00:48:24	1	12	1	1	 00:48:24	10	1
369	 2019-10-03 17:18:10.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User8	Computer	3	 31:39:53	1	12	2	2	 31:39:53	10	2
370	 2019-10-03 17:29:50.001	OUT	AEC COLLECTION	86604ACD_2017_0F	User25	Computer	1	 02:38:05	1	13	1	1	 02:38:05	1	1
371	 2019-10-03 17:36:57.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	2	 01:14:47	1	13	2	2	 01:14:47	10	1
372	 2019-10-03 17:39:49.000	IN	AEC COLLECTION	86604ACD_2017_0F	User25	Computer	0	 02:48:04	0	12	0	0	 02:48:04	0	0
373	 2019-10-03 17:39:54.001	OUT	AEC COLLECTION	86917RVT_2018_0F	User25	Computer	1	 00:00:05	1	13	1	1	 00:00:00	2	1
374	 2019-10-03 17:42:34.000	IN	AEC COLLECTION	87084ACD_2019_0F	User8	Computer	2	 32:04:17	1	13	0	0	 76:55:11	2	1
375	 2019-10-03 18:01:17.000	IN	AEC COLLECTION	86917RVT_2018_0F	User25	Computer	0	 00:21:28	0	12	0	0	 00:21:23	1	0
376	 2019-10-03 18:24:34.000	IN	AEC COLLECTION	86706RVT_2017_0F	User8	Computer	1	 32:46:17	1	12	1	1	 32:46:17	10	1
377	 2019-10-03 18:24:36.000	IN	AEC COLLECTION	86706RVT_2017_0F	User8	Computer	0	 32:46:19	0	11	0	0	 32:46:19	9	0
378	 2019-10-03 18:29:16.000	IN	AEC COLLECTION	86706RVT_2017_0F	User3	Computer	2	 23:41:39	1	11	1	1	 23:41:39	9	2
379	 2019-10-03 18:33:24.000	IN	AEC COLLECTION	87176NAVMAN_2019_0F	User27	Computer	1	 80:21:31	1	11	0	0	 30:03:06	0	1
380	 2019-10-03 18:33:29.000	IN	AEC COLLECTION	86706RVT_2017_0F	User27	Computer	0	 80:21:36	0	10	0	0	 80:05:14	8	0
381	 2019-10-03 18:34:27.000	IN	AEC COLLECTION	87084ACD_2019_0F	User3	Computer	1	 23:46:50	1	10	0	0	 29:28:57	1	1
382	 2019-10-03 18:34:38.000	IN	AEC COLLECTION	86706RVT_2017_0F	User3	Computer	0	 23:47:01	0	9	0	0	 23:47:01	7	0
383	 2019-10-03 18:35:43.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	1	 02:13:33	1	9	1	1	 02:13:33	7	1
384	 2019-10-03 18:35:58.000	IN	AEC COLLECTION	86766NAVMAN_2017_0F	User13	Computer	2	 08:48:29	1	9	0	0	 02:31:16	1	1
385	 2019-10-03 18:41:37.000	IN	AEC COLLECTION	86706RVT_2017_0F	User5	Computer	0	 24:11:49	0	8	0	0	 24:11:49	6	0
386	 2019-10-03 18:43:45.000	IN	AEC COLLECTION	86706RVT_2017_0F	User13	Computer	1	 08:56:16	1	8	1	1	 08:56:16	6	1
387	 2019-10-03 18:44:02.000	IN	AEC COLLECTION	86706RVT_2017_0F	User13	Computer	0	 08:56:33	0	7	0	0	 08:56:33	5	0
388	 2019-10-03 19:04:15.000	IN	AEC COLLECTION	86706RVT_2017_0F	User4	Computer	1	 33:31:03	1	7	1	1	 33:31:03	5	1
389	 2019-10-03 19:14:02.000	IN	AEC COLLECTION	86706RVT_2017_0F	User4	Computer	0	 33:40:50	0	6	0	0	 33:40:50	4	0
390	 2019-10-04 09:12:49.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User4	Computer	1	 13:58:47	1	7	1	1	 13:58:47	5	1
391	 2019-10-04 09:31:03.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User3	Computer	1	 14:56:25	1	8	1	1	 14:56:25	6	1
392	 2019-10-04 09:33:20.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User3	Computer	2	 14:58:42	1	8	1	1	 14:58:53	2	2
393	 2019-10-04 09:35:54.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User8	Computer	1	 15:11:18	1	9	1	1	 15:11:18	7	1
394	 2019-10-04 09:37:50.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	0	 17:15:40	0	8	0	0	 17:15:40	6	0
395	 2019-10-04 09:38:28.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User8	Computer	2	 15:13:52	1	8	2	2	 15:13:52	6	1
396	 2019-10-04 09:39:33.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	1	 00:01:43	1	9	1	1	 00:01:43	7	1
397	 2019-10-04 09:40:22.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	0	 00:02:32	0	8	0	0	 00:02:32	6	0
398	 2019-10-04 09:40:28.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	1	 00:00:06	1	9	1	1	 00:00:06	7	1
399	 2019-10-04 09:41:45.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User13	Computer	1	 14:57:43	1	10	1	1	 14:57:43	8	1
400	 2019-10-04 09:44:11.001	OUT	AEC COLLECTION	87149RVT_2019_0F	User8	Computer	3	 15:19:35	1	10	1	1	 87:10:39	3	2
401	 2019-10-04 09:47:36.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User5	Computer	1	 15:05:59	1	11	1	1	 15:05:59	9	1
402	 2019-10-04 09:50:18.001	OUT	AEC COLLECTION	86604ACD_2017_0F	User25	Computer	1	 15:49:01	1	12	1	1	 16:10:29	1	1
403	 2019-10-04 09:50:28.000	IN	AEC COLLECTION	86604ACD_2017_0F	User25	Computer	0	 15:49:11	0	11	0	0	 16:10:39	0	0
404	 2019-10-04 09:53:18.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User13	Computer	2	 15:09:16	1	11	2	2	 15:09:16	9	1
405	 2019-10-04 09:54:02.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User13	Computer	3	 15:10:00	1	11	3	3	 15:10:00	9	1
406	 2019-10-04 09:56:16.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User27	Computer	1	 15:22:47	1	12	1	1	 15:22:47	10	1
407	 2019-10-04 09:56:23.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User19	Computer	1	 22:49:35	1	13	1	1	 22:49:35	3	1
408	 2019-10-04 10:16:20.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User8	Computer	4	 15:51:44	1	13	3	3	 15:51:44	10	2
409	 2019-10-04 10:19:31.000	IN	AEC COLLECTION	86766NAVMAN_2017_0F	User22	Computer	1	 96:37:00	2	13	0	0	 90:45:42	0	2
410	 2019-10-04 10:20:48.000	OUT	AEC COLLECTION	86766NAVMAN_2017_0F	User22	Computer	2	 96:38:17	2	13	1	1	 00:01:17	1	3
411	 2019-10-04 10:30:48.000	IN	AEC COLLECTION	87084ACD_2019_0F	User3	Computer	1	 15:56:10	1	13	0	0	 15:56:21	2	1
412	 2019-10-04 10:37:34.001	OUT	AEC COLLECTION	86604ACD_2017_0F	User9	Computer	3	 46:43:21	1	13	1	1	 46:43:46	1	3
413	 2019-10-04 10:41:33.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User3	Computer	2	 16:06:55	1	13	2	2	 16:06:55	10	1
414	 2019-10-04 10:44:01.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	2	 01:03:39	1	13	2	2	 01:03:39	10	1
415	 2019-10-04 10:49:29.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User24	Computer	2	 19:44:00	1	13	1	1	 00:00:00	3	2
416	 2019-10-04 10:51:15.001	OUT	AEC COLLECTION	87149RVT_2019_0F	User23	Computer	1	 62:20:30	1	14	1	1	 62:20:30	4	1
417	 2019-10-04 10:54:08.001	OUT	AEC COLLECTION	87149RVT_2019_0F	User28	Computer	1	 24:35:37	1	15	1	1	 24:35:37	5	1
418	 2019-10-04 11:02:41.001	OUT	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	1	 23:42:47	1	16	1	1	 23:42:47	2	1
419	 2019-10-04 11:06:41.000	IN	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	0	 23:46:47	0	15	0	0	 23:46:47	1	0
420	 2019-10-04 11:23:00.001	OUT	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	1	 00:16:19	1	16	1	1	 00:16:19	2	1
421	 2019-10-04 11:23:46.000	IN	AEC COLLECTION	86604ACD_2017_0F	User11	Computer	0	 00:17:05	0	15	0	0	 00:17:05	1	0
422	 2019-10-04 11:26:02.000	IN	AEC COLLECTION	86917RVT_2018_0F	User17	Computer	0	 42:58:08	0	14	0	0	 42:58:08	0	0
423	 2019-10-04 11:41:14.000	OUT	AEC COLLECTION	86998NAVMAN_2018_0F	User17	Computer	1	 00:15:12	1	15	1	1	 43:28:41	1	1
424	 2019-10-04 11:43:10.000	OUT	AEC COLLECTION	87176NAVMAN_2019_0F	User17	Computer	2	 00:17:08	1	15	1	1	 00:00:00	1	2
425	 2019-10-04 11:43:35.000	IN	AEC COLLECTION	86998NAVMAN_2018_0F	User17	Computer	1	 00:17:33	1	15	0	0	 43:31:02	0	1
426	 2019-10-04 11:49:02.000	IN	AEC COLLECTION	86706RVT_2017_0F	User27	Computer	0	 17:15:33	0	14	0	0	 17:15:33	9	0
427	 2019-10-04 11:49:14.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User27	Computer	1	 00:00:12	1	15	1	1	 00:00:12	10	1
428	 2019-10-04 11:54:55.000	IN	AEC COLLECTION	87149RVT_2019_0F	User23	Computer	0	 63:24:10	0	14	0	0	 63:24:10	4	0
429	 2019-10-04 11:55:03.001	OUT	AEC COLLECTION	87149RVT_2019_0F	User23	Computer	1	 00:00:08	1	15	1	1	 00:00:08	5	1
430	 2019-10-04 11:55:07.001	OUT	AEC COLLECTION	87149RVT_2019_0F	User23	Computer	2	 00:00:12	1	15	2	2	 00:00:12	5	1
431	 2019-10-04 12:02:03.000	IN	AEC COLLECTION	87084ACD_2019_0F	User24	Computer	1	 20:56:34	1	15	0	0	 01:12:34	2	1
432	 2019-10-04 12:03:19.000	IN	AEC COLLECTION	87176NAVMAN_2019_0F	User17	Computer	0	 00:37:17	0	14	0	0	 00:20:09	0	0
433	 2019-10-04 12:03:23.000	OUT	AEC COLLECTION	87176NAVMAN_2019_0F	User17	Computer	1	 00:00:04	1	15	1	1	 00:00:04	1	1
434	 2019-10-04 12:11:34.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	1	 02:31:12	1	15	1	1	 02:31:12	10	1
435	 2019-10-04 12:15:08.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User4	Computer	2	 17:01:06	1	15	2	2	 17:01:06	10	1
436	 2019-10-04 12:16:29.000	IN	AEC COLLECTION	87149RVT_2019_0F	User23	Computer	1	 00:21:34	1	15	1	1	 00:21:34	5	1
437	 2019-10-04 12:17:38.000	OUT	AEC COLLECTION	86766NAVMAN_2017_0F	User13	Computer	4	 17:33:36	1	15	1	1	 17:41:40	2	2
438	 2019-10-04 12:19:07.001	OUT	AEC COLLECTION	86917RVT_2018_0F	User17	Computer	2	 00:15:48	1	15	1	1	 00:53:05	1	2
439	 2019-10-04 12:21:07.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User8	Computer	5	 17:56:31	1	15	1	1	 18:38:33	3	3
440	 2019-10-04 12:21:16.000	IN	AEC COLLECTION	87149RVT_2019_0F	User28	Computer	0	 26:02:45	0	14	0	0	 26:02:45	4	0
441	 2019-10-04 12:22:47.000	IN	AEC COLLECTION	87084ACD_2019_0F	User8	Computer	4	 17:58:11	1	14	0	0	 18:40:13	2	2
442	 2019-10-04 12:22:59.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User8	Computer	5	 17:58:23	1	14	1	1	 00:00:12	3	3
443	 2019-10-04 12:23:36.000	IN	AEC COLLECTION	87084ACD_2019_0F	User8	Computer	4	 17:59:00	1	14	0	0	 00:00:49	2	2
444	 2019-10-04 12:46:34.001	OUT	AEC COLLECTION	86604ACD_2017_0F	User5	Computer	2	 18:04:57	1	14	1	1	 00:00:00	2	2
445	 2019-10-04 12:47:48.000	IN	AEC COLLECTION	86604ACD_2017_0F	User5	Computer	1	 18:06:11	1	14	0	0	 00:01:14	1	1
446	 2019-10-04 13:50:36.000	IN	AEC COLLECTION	87084ACD_2019_0F	User19	Computer	0	 26:43:48	0	13	0	0	 26:43:48	1	0
447	 2019-10-04 14:03:07.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User8	Computer	5	 19:38:31	1	13	1	1	 01:39:31	2	3
448	 2019-10-04 14:03:53.000	IN	AEC COLLECTION	87084ACD_2019_0F	User8	Computer	4	 19:39:17	1	13	0	0	 01:40:17	1	2
449	 2019-10-04 14:23:43.000	IN	AEC COLLECTION	86706RVT_2017_0F	User5	Computer	0	 19:42:06	0	12	0	0	 19:42:06	9	0
450	 2019-10-04 14:37:18.000	IN	AEC COLLECTION	86604ACD_2017_0F	User9	Computer	2	 50:43:05	1	12	0	0	 50:43:30	0	2
451	 2019-10-04 14:38:34.000	IN	AEC COLLECTION	86706RVT_2017_0F	User3	Computer	1	 20:03:56	1	12	1	1	 20:03:56	9	1
452	 2019-10-04 14:44:09.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User3	Computer	2	 20:09:31	1	12	2	2	 20:09:31	9	1
453	 2019-10-04 14:44:15.000	OUT	AEC COLLECTION	86766NAVMAN_2017_0F	User22	Computer	3	 101:01:44	2	12	2	2	 04:24:44	2	3
454	 2019-10-04 14:54:52.001	OUT	AEC COLLECTION	87149RVT_2019_0F	User5	Computer	1	 00:31:09	1	13	1	1	 00:00:00	5	1
455	 2019-10-04 14:55:33.000	IN	AEC COLLECTION	87149RVT_2019_0F	User5	Computer	0	 00:31:50	0	12	0	0	 00:00:41	4	0
456	 2019-10-04 15:30:48.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User19	Computer	1	 01:40:12	1	13	1	1	 01:40:12	2	1
457	 2019-10-04 15:40:10.000	IN	AEC COLLECTION	86706RVT_2017_0F	User3	Computer	1	 21:05:32	1	13	1	1	 21:05:32	9	1
458	 2019-10-04 15:52:42.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User1	Computer	1	 23:40:12	1	14	1	1	 23:40:12	3	1
459	 2019-10-04 15:53:30.000	IN	AEC COLLECTION	87084ACD_2019_0F	User1	Computer	0	 23:41:00	0	13	0	0	 23:41:00	2	0
460	 2019-10-04 15:56:01.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User1	Computer	1	 00:02:31	1	14	1	1	 00:02:31	3	1
461	 2019-10-04 16:21:16.001	OUT	AEC COLLECTION	86917RVT_2018_0F	User17	Computer	3	 04:17:57	1	14	2	2	 04:55:14	1	2
462	 2019-10-04 16:32:46.000	IN	AEC COLLECTION	86917RVT_2018_0F	User17	Computer	2	 04:29:27	1	14	1	1	 05:06:44	1	2
463	 2019-10-04 16:33:47.000	IN	AEC COLLECTION	86706RVT_2017_0F	User3	Computer	0	 21:59:09	0	13	0	0	 21:59:09	8	0
464	 2019-10-04 16:58:03.000	IN	AEC COLLECTION	87149RVT_2019_0F	User8	Computer	3	 22:33:27	1	13	0	0	 94:24:31	3	1
465	 2019-10-04 17:11:49.000	IN	AEC COLLECTION	86706RVT_2017_0F	User13	Computer	3	 22:27:47	1	13	2	2	 22:27:47	8	2
466	 2019-10-04 17:14:10.000	IN	AEC COLLECTION	86706RVT_2017_0F	User13	Computer	2	 22:30:08	1	13	1	1	 22:30:08	8	2
467	 2019-10-04 17:14:11.000	IN	AEC COLLECTION	86706RVT_2017_0F	User13	Computer	1	 22:30:09	1	13	0	0	 22:30:09	7	1
468	 2019-10-04 17:14:43.000	IN	AEC COLLECTION	86766NAVMAN_2017_0F	User13	Computer	0	 22:30:41	0	12	0	0	 22:38:45	1	0
469	 2019-10-04 17:19:52.000	IN	AEC COLLECTION	86706RVT_2017_0F	User27	Computer	0	 05:30:50	0	11	0	0	 05:30:50	6	0
470	 2019-10-04 17:27:43.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	0	 07:47:21	0	10	0	0	 07:47:21	5	0
471	 2019-10-04 17:28:07.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	1	 00:00:24	1	11	1	1	 00:00:24	6	1
472	 2019-10-04 17:28:39.000	IN	AEC COLLECTION	86706RVT_2017_0F	User8	Computer	2	 23:04:03	1	11	2	2	 23:04:03	6	1
473	 2019-10-04 17:28:40.000	IN	AEC COLLECTION	86706RVT_2017_0F	User8	Computer	1	 23:04:04	1	11	1	1	 23:04:04	6	1
474	 2019-10-04 17:28:45.000	IN	AEC COLLECTION	86706RVT_2017_0F	User8	Computer	0	 23:04:09	0	10	0	0	 23:04:09	5	0
475	 2019-10-04 17:28:57.000	IN	AEC COLLECTION	86766NAVMAN_2017_0F	User22	Computer	2	 103:46:26	2	10	1	1	 07:09:26	1	3
476	 2019-10-04 17:28:57.001	IN	AEC COLLECTION	86766NAVMAN_2017_0F	User22	Computer	1	 103:46:26	2	10	0	0	 07:09:26	0	2
477	 2019-10-04 17:29:17.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	0	 00:01:34	0	9	0	0	 00:01:34	4	0
478	 2019-10-04 17:30:51.000	IN	AEC COLLECTION	87084ACD_2019_0F	User1	Computer	0	 01:37:21	0	8	0	0	 01:37:21	2	0
479	 2019-10-04 17:39:41.000	IN	AEC COLLECTION	87149RVT_2019_0F	User24	Computer	0	 26:34:12	0	7	0	0	 26:34:12	2	0
480	 2019-10-04 17:44:56.000	IN	AEC COLLECTION	86706RVT_2017_0F	User4	Computer	1	 22:30:54	1	7	1	1	 22:30:54	4	1
481	 2019-10-04 17:45:07.000	OUT	AEC COLLECTION	86766NAVMAN_2017_0F	User22	Computer	2	 104:02:36	2	7	1	1	 00:16:10	1	3
482	 2019-10-04 18:38:23.000	IN	AEC COLLECTION	87149RVT_2019_0F	User23	Computer	0	 06:43:28	0	6	0	0	 06:43:28	1	0
483	 2019-10-04 18:38:53.000	IN	AEC COLLECTION	87084ACD_2019_0F	User19	Computer	0	 04:48:17	0	5	0	0	 04:48:17	1	0
484	 2019-10-04 19:03:59.000	IN	AEC COLLECTION	86706RVT_2017_0F	User4	Computer	0	 23:49:57	0	4	0	0	 23:49:57	3	0
485	 2019-10-05 06:51:15.000	IN	AEC COLLECTION	86706RVT_2017_0F	User9	Computer	1	 66:57:02	1	4	0	0	 66:57:02	2	1
486	 2019-10-05 07:40:34.000	IN	AEC COLLECTION	87149RVT_2019_0F	User9	Computer	0	 67:46:21	0	3	0	0	 62:13:29	0	0
487	 2019-10-07 08:33:38.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User1	Computer	1	 63:02:47	1	4	1	1	 63:02:47	2	1
488	 2019-10-07 08:50:39.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User19	Computer	1	 62:11:46	1	5	1	1	 62:11:46	3	1
489	 2019-10-07 08:51:01.000	IN	AEC COLLECTION	87084ACD_2019_0F	User19	Computer	0	 62:12:08	0	4	0	0	 62:12:08	2	0
490	 2019-10-07 08:52:19.001	OUT	AEC COLLECTION	87084ACD_2019_0F	User19	Computer	1	 00:01:18	1	5	1	1	 00:01:18	3	1
491	 2019-10-07 09:28:42.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	1	 63:59:25	1	6	1	1	 63:59:25	3	1
492	 2019-10-07 09:30:18.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User4	Computer	1	 62:26:19	1	7	1	1	 62:26:19	4	1
493	 2019-10-07 09:31:02.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User3	Computer	1	 64:57:15	1	8	1	1	 64:57:15	5	1
494	 2019-10-07 09:37:34.001	OUT	AEC COLLECTION	86917RVT_2018_0F	User11	Computer	1	 70:13:48	1	9	1	1	 00:00:00	2	1
495	 2019-10-07 09:39:11.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User9	Computer	1	 49:58:37	1	10	1	1	 50:47:56	6	1
496	 2019-10-07 09:42:10.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User5	Computer	1	 66:46:37	1	11	1	1	 67:18:27	7	1
497	 2019-10-07 09:43:15.000	IN	AEC COLLECTION	86706RVT_2017_0F	User20	Computer	0	 167:56:42	0	10	0	0	 167:56:42	6	0
498	 2019-10-07 09:43:31.001	OUT	AEC COLLECTION	87149RVT_2019_0F	User5	Computer	2	 66:47:58	1	10	1	1	 66:47:58	1	2
499	 2019-10-07 09:51:43.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User8	Computer	1	 64:22:58	1	11	1	1	 64:22:58	7	1
500	 2019-10-07 09:52:01.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User27	Computer	1	 64:32:09	1	12	1	1	 64:32:09	8	1
501	 2019-10-07 09:53:05.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User13	Computer	1	 64:38:22	1	13	1	1	 64:38:54	9	1
502	 2019-10-07 09:55:49.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User13	Computer	2	 64:41:06	1	13	2	2	 64:41:38	9	1
503	 2019-10-07 10:08:02.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User13	Computer	3	 64:53:19	1	13	3	3	 64:53:51	9	1
504	 2019-10-07 10:20:40.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User20	Computer	1	 00:37:25	1	14	1	1	 00:37:25	10	1
505	 2019-10-07 10:27:22.000	OUT	AEC COLLECTION	87176NAVMAN_2019_0F	User27	Computer	2	 65:07:30	1	14	1	1	 87:53:58	2	2
506	 2019-10-07 10:43:22.001	OUT	AEC COLLECTION	87149RVT_2019_0F	User9	Computer	2	 51:02:48	1	14	1	1	 51:02:48	2	2
507	 2019-10-07 10:51:54.001	OUT	AEC COLLECTION	87149RVT_2019_0F	User24	Computer	1	 65:12:13	1	15	1	1	 65:12:13	3	1
508	 2019-10-07 12:15:19.000	IN	AEC COLLECTION	87149RVT_2019_0F	User24	Computer	0	 66:35:38	0	14	0	0	 66:35:38	2	0
509	 2019-10-07 12:19:57.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	2	 66:50:40	1	14	2	2	 66:50:40	10	1
510	 2019-10-07 12:20:09.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	1	 66:50:52	1	14	1	1	 66:50:52	10	1
511	 2019-10-07 12:33:03.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	2	 67:03:46	1	14	2	2	 67:03:46	10	1
512	 2019-10-07 14:11:23.001	OUT	AEC COLLECTION	86604ACD_2017_0F	User9	Computer	3	 54:30:49	1	14	1	1	 71:34:05	1	3
513	 2019-10-07 14:12:10.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User8	Computer	2	 68:43:25	1	14	2	2	 68:43:25	10	1
514	 2019-10-07 14:13:50.000	IN	AEC COLLECTION	86604ACD_2017_0F	User9	Computer	2	 54:33:16	1	14	0	0	 71:36:32	0	2
515	 2019-10-07 14:16:23.000	IN	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	1	 68:47:06	1	14	1	1	 68:47:06	10	1
516	 2019-10-07 14:17:28.001	OUT	AEC COLLECTION	86706RVT_2017_0F	User14	Computer	2	 68:48:11	1	14	2	2	 68:48:11	10	1
517	 2019-10-07 14:23:33.001	OUT	AEC COLLECTION	87149RVT_2019_0F	User26	Computer	1	 96:42:26	1	15	1	1	 96:42:26	3	1
518	 2019-10-07 14:27:41.001	OUT	AEC COLLECTION	86604ACD_2017_0F	User9	Computer	3	 54:47:07	1	15	1	1	 00:13:51	1	3
519	 2019-10-07 14:28:05.000	IN	AEC COLLECTION	86604ACD_2017_0F	User9	Computer	2	 54:47:31	1	15	0	0	 00:14:15	0	2
